BEGIN_DATE_GMT,Actual_Load,Predicted_Load,Predicted_Load_lower,Predicted_Load_upper,Temperature_Norm_Load,Temperature_Norm_lower,Temperature_Norm_upper
2020-01-01 00:00:00,10694.0,10446.249388854507,9961.975823093017,10924.347307250557,10446.249388854507,10226.843866717187,11206.7705904809
2020-01-01 01:00:00,10505.0,10464.055943521811,9943.501769739729,10976.345263947454,10464.055943521811,10180.322562261146,11217.408894663145
2020-01-01 02:00:00,10309.0,10426.75061420594,9943.43808113222,10971.740605077834,10426.75061420594,10170.371635991607,11225.144789517677
2020-01-01 03:00:00,10120.0,10279.929427278024,9772.47516997749,10786.94617113722,10279.929427278024,10040.714194531183,11018.201399768303
2020-01-01 04:00:00,9954.0,10044.68157089246,9519.13490476002,10569.820942236805,10044.68157089246,9772.602929866724,10765.602134540213
2020-01-01 05:00:00,9750.0,9746.48785452998,9191.952694198137,10277.650387100419,9746.48785452998,9445.611663935613,10499.170525520813
2020-01-01 06:00:00,9604.0,9473.534520534013,8980.253395137588,9999.78916010228,9473.534520534013,9169.81457087054,10235.081973469147
2020-01-01 07:00:00,9467.0,9248.826071175654,8723.718365675266,9737.644832520877,9248.826071175654,8956.792389586644,9977.243206100446
2020-01-01 08:00:00,9361.0,9124.154635020544,8610.152503267496,9628.612069336286,9124.154635020544,8786.24573268197,9857.244251733175
2020-01-01 09:00:00,9286.0,9085.37691284036,8557.831173845092,9569.906199015124,9085.37691284036,8769.626990442748,9737.421814970192
2020-01-01 10:00:00,9209.0,9103.49356540179,8608.154591400464,9610.652007355053,9103.49356540179,8722.900633747402,9732.976439441967
2020-01-01 11:00:00,9195.0,9203.616358617044,8690.449003942893,9711.602332277907,9203.616358617044,8827.650052516303,9819.225395431433
2020-01-01 12:00:00,9224.0,9401.306017919407,8888.533784464742,9916.99585032376,9401.306017919407,9033.141107601918,10047.694242249554
2020-01-01 13:00:00,9342.0,9692.969112988076,9167.8086716407,10188.294018759936,9692.969112988076,9275.748554928563,10282.187280075726
2020-01-01 14:00:00,9514.0,9986.621313839545,9504.27492360755,10469.056120205727,9986.621313839545,9517.679593456602,10576.002205686922
2020-01-01 15:00:00,9648.0,10206.990497980623,9663.227849116916,10671.147671730823,10206.990497980623,9761.909390652816,10785.242156460485
2020-01-01 16:00:00,9745.0,10344.532793423516,9839.18248658158,10819.714230413532,10344.532793423516,9878.377668658684,10864.07023503241
2020-01-01 17:00:00,9878.0,10411.668346297516,9899.34354769449,10928.904505982253,10411.668346297516,9865.236805374372,10875.417603752583
2020-01-01 18:00:00,9989.0,10403.452558444807,9895.077538970358,10929.238802105347,10403.452558444807,9866.08537143663,10888.42828355456
2020-01-01 19:00:00,10043.0,10411.552720010097,9920.00537914761,10922.85796527223,10411.552720010097,9885.42688133017,10909.326475485792
2020-01-01 20:00:00,10025.0,10433.46103063057,9949.13799193993,10943.608143911482,10433.46103063057,9923.657139303581,10931.62989309747
2020-01-01 21:00:00,10032.0,10455.994918143942,9933.799676160437,10942.159922306011,10455.994918143942,9943.626151384222,10952.102520633556
2020-01-01 22:00:00,10154.0,10457.553301228858,9943.56659065577,10957.06289005094,10457.553301228858,9922.740291082644,10973.450501762434
2020-01-01 23:00:00,10427.0,10492.7389578536,9954.18523748868,11015.60453310472,10492.7389578536,9943.634796163036,10991.309499810011
2020-01-02 00:00:00,10697.0,10800.601992088305,10334.25039469144,11289.825213014454,10800.601992088305,10274.254649083206,11269.684694904887
2020-01-02 01:00:00,10592.0,10833.217345124887,10316.736758966668,11320.449483511975,10833.217345124887,10248.975517368164,11251.340761552934
2020-01-02 02:00:00,10460.0,10783.851236874234,10282.21158906777,11307.959534562655,10783.851236874234,10169.942687104074,11253.996555616604
2020-01-02 03:00:00,10274.0,10630.502706203379,10140.232381532514,11142.796107043412,10630.502706203379,10048.852678505802,11079.349833607675
